wl[micrometers],n
0.198306214,1.909356558
0.199451049,1.914186802
0.200602492,1.919332825
0.201760583,1.92481223
0.202925359,1.930641143
0.20409686,1.936834271
0.205275124,1.943404972
0.206460191,1.950365309
0.207652098,1.95772611
0.208850887,1.965497026
0.210056596,1.973686583
0.211269266,1.982302247
0.212488937,1.991350471
0.213715649,2.000836765
0.214949443,2.010765753
0.21619036,2.021141244
0.21743844,2.031966309
0.218693726,2.043243366
0.219956259,2.054974273
0.22122608,2.067160439
0.222503232,2.079802943
0.223787757,2.092902681
0.225079698,2.106460517
0.226379097,2.120477468
0.227685998,2.134954902
0.229000444,2.149894766
0.230322478,2.165299831
0.231652144,2.181173966
0.232989486,2.197522434
0.234334549,2.214352199
0.235687377,2.231672262
0.237048015,2.249493991
0.238416509,2.267831462
0.239792902,2.286701784
0.241177242,2.306125399
0.242569573,2.326126335
0.243969942,2.346732397
0.245378396,2.367975255
0.246794981,2.389890414
0.248219744,2.412517012
0.249652732,2.435897409
0.251093993,2.460076527
0.252543575,2.485100876
0.254001525,2.511017217
0.255467892,2.537870818
0.256942724,2.565703239
0.25842607,2.594549628
0.25991798,2.624435493
0.261418503,2.65537299
0.262927689,2.687356747
0.264445587,2.720359379
0.265972248,2.754326849
0.267507722,2.789173955
0.269052061,2.824780311
0.270605316,2.860987245
0.272167537,2.897596157
0.273738778,2.93436884
0.275319089,2.971030311
0.276908523,3.007274489
0.278507134,3.04277294
0.280114973,3.077186514
0.281732094,3.11017939
0.283358551,3.141434636
0.284994398,3.170670042
0.286639689,3.197652813
0.288294478,3.222211638
0.28995882,3.244244878
0.291632771,3.263723918
0.293316385,3.280691274
0.295009719,3.2952535
0.296712829,3.307569454
0.29842577,3.31783482
0.300148601,3.326264045
0.301881378,3.333070975
0.303624158,3.338449577
0.305377,3.342556216
0.30713996,3.345495026
0.308913099,3.34730794
0.310696473,3.347970884
0.312490144,3.347397253
0.314294169,3.34544914
0.316108609,3.341955695
0.317933524,3.336736741
0.319768974,3.329628593
0.321615021,3.320508329
0.323471724,3.309312824
0.325339147,3.296049866
0.32721735,3.280800175
0.329106397,3.263710979
0.331006349,3.244983155
0.332917269,3.224854738
0.334839222,3.203583603
0.33677227,3.181431616
0.338716477,3.158651695
0.340671909,3.13547842
0.342638629,3.112122158
0.344616703,3.088766233
0.346606197,3.065566491
0.348607177,3.042652558
0.350619708,3.020130186
0.352643858,2.998084204
0.354679693,2.976581707
0.356727281,2.955675292
0.35878669,2.935406233
0.360857988,2.915807649
0.362941244,2.896907944
0.365036527,2.878735503
0.367143906,2.861331566
0.369263451,2.844754292
0.371395232,2.828999505
0.37353932,2.814033296
0.375695786,2.799811622
0.377864701,2.786286984
0.380046138,2.773411776
0.382240168,2.761140053
0.384446865,2.749428435
0.386666301,2.738236524
0.38889855,2.727527034
0.391143686,2.717265746
0.393401783,2.707421377
0.395672916,2.697965389
0.397957161,2.688871779
0.400254593,2.680116861
0.402565287,2.671679055
0.404889322,2.663538686
0.407226774,2.655677795
0.40957772,2.64807997
0.411942238,2.640730187
0.414320406,2.633614673
0.416712304,2.626720776
0.41911801,2.620036852
0.421537605,2.613552169
0.423971168,2.607256811
0.42641878,2.601141602
0.428880523,2.595198032
0.431356477,2.589418198
0.433846725,2.583794742
0.43635135,2.578320807
0.438870434,2.572989985
0.44140406,2.567796283
0.443952314,2.562734086
0.446515278,2.557798123
0.449093039,2.552983439
0.451685682,2.548285371
0.454293292,2.543699523
0.456915955,2.539221746
0.45955376,2.534848118
0.462206793,2.530574927
0.464875142,2.52639866
0.467558895,2.52231598
0.470258142,2.518323722
0.472972972,2.514418878
0.475703475,2.510598584
0.478449741,2.506860113
0.481211861,2.503200868
0.483989928,2.499618369
0.486784032,2.496110249
0.489594267,2.492674245
0.492420726,2.489308195
0.495263501,2.486010029
0.498122689,2.482777763
0.500998382,2.479609497
0.503890678,2.476503409
0.50679967,2.473457749
0.509725457,2.470470839
0.512668134,2.467541064
0.515627799,2.464666874
0.518604551,2.461846776
0.521598488,2.459079334
0.524609709,2.456363164
0.527638314,2.453696936
0.530684403,2.451079363
0.533748077,2.448509208
0.536829439,2.445985276
0.539928589,2.443506414
0.543045631,2.441071506
0.546180667,2.438679478
0.549333803,2.436329289
0.552505141,2.434019934
0.555694788,2.43175044
0.558902849,2.429519866
0.562129431,2.427327302
0.565374639,2.425171863
0.568638583,2.423052697
0.571921369,2.420968976
0.575223107,2.418919896
0.578543906,2.416904679
0.581883877,2.41492257
0.585243129,2.412972838
0.588621775,2.41105477
0.592019925,2.409167678
0.595437693,2.407310889
0.598875193,2.405483754
0.602332537,2.40368564
0.605809841,2.401915932
0.609307219,2.400174031
0.612824788,2.398459357
0.616362664,2.396771343
0.619920965,2.39510944
0.623499807,2.393473112
0.627099311,2.391861837
0.630719595,2.390275109
0.634360779,2.388712432
0.638022984,2.387173324
0.641706331,2.385657318
0.645410942,2.384163954
0.64913694,2.382692788
0.652884448,2.381243385
0.656653591,2.37981532
0.660444494,2.378408181
0.664257281,2.377021563
0.66809208,2.375655073
0.671949018,2.374308328
0.675828222,2.372980951
0.679729821,2.371672576
0.683653944,2.370382846
0.687600721,2.369111412
0.691570284,2.367857931
0.695562763,2.366622072
0.69957829,2.365403507
0.703617,2.364201918
0.707679025,2.363016994
0.711764501,2.36184843
0.715873562,2.360695928
0.720006345,2.359559197
0.724162987,2.358437951
0.728343626,2.357331913
0.732548399,2.356240809
0.736777447,2.355164372
0.74103091,2.354102341
0.745308928,2.353054459
0.749611643,2.352020475
0.753939199,2.351000146
0.758291737,2.349993228
0.762669403,2.348999489
0.767072342,2.348018695
0.771500699,2.347050621
0.775954621,2.346095046
0.780434256,2.345151752
0.784939752,2.344220526
0.789471258,2.343301159
0.794028926,2.342393446
0.798612905,2.341497186
0.803223347,2.340612182
0.807860406,2.339738241
0.812524235,2.338875173
0.817214989,2.338022791
0.821932823,2.337180914
0.826677893,2.336349361
0.831450356,2.335527957
0.836250371,2.334716528
0.841078098,2.333914905
0.845933694,2.333122922
0.850817323,2.332340413
0.855729145,2.331567219
0.860669323,2.330803182
0.865638021,2.330048145
0.870635404,2.329301957
0.875661637,2.328564468
0.880716887,2.327835529
0.885801321,2.327114996
0.890915108,2.326402727
0.896058417,2.325698582
0.901231419,2.325002421
0.906434284,2.324314111
0.911667187,2.323633518
0.916930299,2.32296051
0.922223795,2.322294958
0.927547851,2.321636735
0.932902643,2.320985717
0.938288349,2.32034178
0.943705147,2.319704803
0.949153216,2.319074667
0.954632738,2.318451255
0.960143892,2.31783445
0.965686864,2.31722414
0.971261835,2.31662021
0.97686899,2.316022553
0.982508517,2.315431057
0.9881806,2.314845617
0.993885429,2.314266125
0.999623192,2.313692479
1.00539408,2.313124575
1.011198283,2.312562313
1.017035995,2.312005591
1.022907408,2.311454312
1.028812716,2.310908378
1.034752117,2.310367695
1.040725806,2.309832166
1.046733982,2.3093017
1.052776843,2.308776204
1.05885459,2.308255587
1.064967424,2.307739759
1.071115548,2.307228633
1.077299166,2.306722121
1.083518482,2.306220136
1.089773702,2.305722593
1.096065035,2.305229409
1.102392687,2.304740501
1.10875687,2.304255785
1.115157793,2.303775182
1.121595669,2.303298611
1.128070712,2.302825992
1.134583135,2.302357249
1.141133155,2.301892302
1.147720988,2.301431076
1.154346854,2.300973495
1.161010971,2.300519485
1.167713561,2.30006897
1.174454844,2.299621879
1.181235046,2.299178138
1.188054391,2.298737676
1.194913103,2.298300423
1.201811412,2.297866307
1.208749545,2.297435259
1.215727732,2.297007211
1.222746205,2.296582094
1.229805196,2.296159841
1.236904939,2.295740384
1.244045669,2.295323659
1.251227623,2.294909598
1.258451039,2.294498138
1.265716156,2.294089212
1.273023215,2.293682759
1.280372458,2.293278713
1.287764129,2.292877013
1.295198473,2.292477596
1.302675735,2.2920804
1.310196164,2.291685363
1.317760009,2.291292426
1.325367521,2.290901527
1.333018951,2.290512606
1.340714553,2.290125605
1.348454583,2.289740463
1.356239296,2.289357122
1.364068951,2.288975524
1.371943807,2.288595611
1.379864125,2.288217325
1.387830168,2.287840609
1.395842199,2.287465406
1.403900484,2.287091659
1.41200529,2.286719313
1.420156885,2.286348311
1.42835554,2.285978598
1.436601527,2.285610119
1.444895118,2.285242818
1.453236588,2.28487664
1.461626215,2.284511532
1.470064275,2.284147438
1.478551049,2.283784305
1.487086817,2.283422078
1.495671863,2.283060705
1.504306471,2.282700132
1.512990927,2.282340305
1.521725519,2.281981172
1.530510536,2.281622679
1.53934627,2.281264774
1.548233013,2.280907403
1.55717106,2.280550516
1.566160706,2.280194059
1.575202251,2.27983798
1.584295992,2.279482227
1.593442233,2.279126748
1.602641275,2.278771492
1.611893425,2.278416405
1.621198987,2.278061437
1.630558271,2.277706535
1.639971586,2.277351649
1.649439246,2.276996726
1.658961562,2.276641715
1.668538852,2.276286563
1.678171432,2.275931221
1.687859621,2.275575636
1.697603741,2.275219756
1.707404115,2.27486353
1.717261066,2.274506906
1.727174922,2.274149833
1.737146012,2.273792258
1.747174665,2.273434131
1.757261215,2.273075399
1.767405994,2.27271601
1.777609341,2.272355913
1.787871591,2.271995055
1.798193087,2.271633384
1.808574169,2.271270847
1.819015181,2.270907393
1.829516471,2.270542969
1.840078384,2.270177522
1.850701273,2.269810999
1.861385488,2.269443348
1.872131384,2.269074514
1.882939316,2.268704445
1.893809643,2.268333088
1.904742726,2.267960387
1.915738925,2.26758629
1.926798607,2.267210743
1.937922137,2.26683369
1.949109883,2.266455077
1.960362217,2.266074849
1.971679512,2.265692952
1.983062142,2.26530933
1.994510485,2.264923926
2.006024919,2.264536685
2.017605828,2.264147551
2.029253593,2.263756467
2.040968602,2.263363376
2.052751242,2.262968222
2.064601905,2.262570945
2.076520982,2.262171489
2.088508868,2.261769794
2.100565961,2.261365803
2.112692661,2.260959456
2.124889369,2.260550694
2.137156489,2.260139457
2.149494428,2.259725684
2.161903595,2.259309314
2.1743844,2.258890288
2.186937258,2.258468542
2.199562585,2.258044015
2.212260798,2.257616644
2.225032319,2.257186366
2.237877571,2.256753117
2.250796979,2.256316834
2.263790972,2.255877451
2.27685998,2.255434904
2.290004436,2.254989127
2.303224776,2.254540052
2.316521438,2.254087615
2.329894862,2.253631746
2.343345492,2.253172378
2.356873773,2.252709442
2.370480154,2.252242869
2.384165085,2.251772588
2.39792902,2.251298529
2.411772416,2.250820621
2.42569573,2.250338791
2.439699424,2.249852967
2.453783962,2.249363075
2.467949812,2.248869041
2.482197442,2.248370789
2.496527324,2.247868245
2.510939933,2.24736133
2.525435748,2.246849969
2.540015247,2.246334082
2.554678915,2.24581359
2.569427238,2.245288414
2.584260703,2.244758473
2.599179803,2.244223684
2.614185032,2.243683965
2.629276887,2.243139233
2.644455868,2.242589403
2.659722478,2.242034389
2.675077224,2.241474105
2.690520613,2.240908463
2.706053158,2.240337374
2.721675373,2.239760749
2.737387777,2.239178497
2.753190889,2.238590527
2.769085233,2.237996744
2.785071337,2.237397055
2.801149729,2.236791364
2.817320943,2.236179575
2.833585514,2.235561591
2.849943982,2.234937311
2.866396888,2.234306636
2.882944778,2.233669463
2.8995882,2.233025691
2.916327705,2.232375214
2.933163849,2.231717927
2.950097188,2.231053722
2.967128285,2.230382491
2.984257704,2.229704124
3.001486011,2.22901851
3.018813779,2.228325533
3.036241581,2.227625081
3.053769995,2.226917037
3.071399602,2.226201282
3.089130985,2.225477697
3.106964733,2.224746161
3.124901436,2.22400655
3.142941689,2.223258738
3.16108609,2.2225026
3.179335239,2.221738006
3.197689741,2.220964826
3.216150206,2.220182926
3.234717243,2.219392173
3.25339147,2.21859243
3.272173504,2.217783557
3.291063968,2.216965414
3.310063487,2.216137857
3.329172692,2.21530074
3.348392216,2.214453917
3.367722695,2.213597236
3.38716477,2.212730546
3.406719086,2.21185369
3.42638629,2.210966511
3.446167034,2.21006885
3.466061973,2.209160542
3.486071767,2.208241423
3.506197079,2.207311323
3.526438576,2.206370071
3.546796928,2.205417493
3.56727281,2.204453411
3.587866901,2.203477645
3.608579883,2.20249001
3.629412442,2.20149032
3.650365268,2.200478384
3.671439057,2.199454008
3.692634506,2.198416994
3.713952318,2.19736714
3.735393198,2.196304243
3.756957859,2.195228092
3.778647013,2.194138475
3.80046138,2.193035173
3.822401683,2.191917967
3.844468649,2.190786629
3.866663009,2.189640927
3.888985498,2.188480629
3.911436856,2.187305492
3.934017828,2.186115272
3.95672916,2.184909719
3.979571607,2.183688575
4.002545925,2.182451579
4.025652874,2.181198463
4.048893222,2.179928955
4.072267738,2.178642773
4.095777196,2.177339631
4.119422376,2.176019237
4.143204061,2.174681288
4.167123039,2.173325477
4.191180103,2.171951488
4.215376049,2.170558997
4.239711681,2.169147671
4.264187803,2.16771717
4.288805228,2.16626714
4.313564771,2.164797223
4.338467252,2.163307045
4.363513497,2.161796223
4.388704335,2.160264363
4.414040602,2.158711057
4.439523137,2.157135885
4.465152783,2.155538411
4.490930392,2.153918185
4.516856816,2.152274738
4.542932915,2.150607585
4.569159553,2.148916223
4.595537599,2.147200122
4.622067927,2.145458734
4.648751416,2.143691483
4.675588951,2.141897763
4.70258142,2.140076944
4.729729719,2.138228352
4.757034747,2.136351284
4.784497408,2.134444989
4.812118613,2.132508673
4.839899277,2.130541491
4.86784032,2.128542541
4.895942669,2.126510867
4.924207255,2.124445442
4.952635014,2.122345174
4.981226887,2.120208901
5.009983824,2.118035381
5.038906776,2.115823301
5.067996703,2.113571272
5.097254567,2.111277836
5.126681339,2.108941468
5.156277993,2.106560591
5.186045511,2.104133588
5.215984878,2.101658822
5.246097088,2.099134662
5.276383137,2.096559509
5.306844029,2.093931842
5.337480774,2.091250248
5.368294386,2.088513479
5.399285888,2.085720503
5.430456306,2.082870554
5.461806672,2.079963213
5.493338026,2.07699844
5.525051413,2.073976664
5.556947883,2.070898821
5.589028493,2.067766425
5.621294306,2.064581606
5.653746393,2.06134715
5.686385827,2.05806653
5.71921369,2.054743907
5.752231071,2.05138413
5.785439064,2.04799271
5.818838768,2.044575777
5.852431291,2.041140011
5.886217745,2.037692553
5.920199251,2.034240908
5.954376934,2.030792792
5.988751928,2.027356025
6.02332537,2.023938339
6.058098407,2.020547237
6.09307219,2.017189791
6.12824788,2.013872485
6.163626641,2.010601033
6.199209646,2.007380218
6.234998074,2.004213732
6.270993111,2.001104048
6.307195949,1.998052307
6.343607788,1.995058222
6.380229836,1.992120029
6.417063305,1.989234468
6.454109415,1.986396753
6.491369396,1.983600648
6.52884448,1.980838502
6.566535911,1.978101352
6.604444936,1.97537903
6.642572813,1.972660332
6.680920804,1.969933134
6.719490181,1.96718459
6.758282221,1.964401294
6.79729821,1.961569474
6.836539441,1.958675158
6.876007214,1.955704369
6.915702837,1.952643258
6.955627625,1.949478299
6.995782901,1.946196404
7.036169997,1.942785027
7.076790249,1.939232312
7.117645005,1.935527135
7.158735619,1.93165918
7.20006345,1.92761896
7.24162987,1.923397899
7.283436256,1.918988248
7.325483992,1.914383141
7.367774473,1.909576499
7.410309099,1.904563068
7.45308928,1.899338238
7.496116434,1.893898073
7.539391987,1.88823921
7.582917371,1.882358704
7.626694031,1.876254011
7.670723416,1.869922826
7.715006986,1.86336301
7.759546207,1.85657248
7.804342556,1.849549058
7.849397518,1.84229043
7.894712584,1.834793952
7.940289257,1.827056604
7.986129047,1.819074859
8.032233473,1.810844562
8.078604063,1.802360857
8.125242354,1.793618041
8.17214989,1.784609532
8.219328226,1.775327712
8.266778925,1.765763901
8.314503561,1.755908271
8.362503714,1.745749743
8.410780975,1.735276035
8.459336943,1.724473535
8.508173228,1.713327302
8.557291448,1.70182118
8.606693231,1.689937739
8.656380213,1.67765834
8.706354042,1.664963266
8.756616372,1.65183193
8.80716887,1.638242931
8.858013211,1.624174381
8.909151079,1.609604139
8.96058417,1.594510146
9.012314186,1.578870821
9.064342844,1.562665558
9.116671866,1.545875136
9.169302987,1.528482398
9.222237951,1.510472944
9.275478512,1.491835729
9.329026434,1.47256406
9.382883491,1.452656473
9.437051469,1.432117733
9.491532161,1.410960076
9.546327375,1.389204426
9.601438924,1.366881906
9.656868636,1.344035424
9.712618347,1.32072135
9.768689904,1.297011412
9.825085167,1.272994678
9.881806002,1.248779417
9.938854291,1.224494787
9.996231923,1.200292281
10.0539408,1.17634619
10.11198283,1.152852627
10.17035995,1.130027157
10.22907408,1.108099488
10.28812716,1.087305407
10.34752117,1.067875821
10.40725806,1.050022991
10.46733982,1.033926137
10.52776843,1.019717235
10.5885459,1.007470267
10.64967424,0.997195143
10.71115548,0.988837408
10.77299166,0.982283767
10.83518482,0.977371138
10.89773702,0.973898197
10.96065035,0.971637564
11.02392687,0.970346714
11.0875687,0.969777517
11.15157793,0.969683914
11.21595669,0.969828334
11.28070712,0.969986822
11.34583135,0.969954345
11.41133155,0.969549431
11.47720988,0.96861976
11.54346854,0.967048422
11.61010971,0.96476023
11.67713561,0.961728384
11.74454844,0.957980532
11.81235046,0.953602724
11.88054391,0.948739879
11.94913103,0.94359193
12.01811412,0.93840364
12.08749545,0.933448187
12.15727732,0.929004835
12.22746205,0.925332295
12.29805196,0.922641595
12.36904939,0.921070947
12.44045669,0.920666542
12.51227623,0.921371771
12.58451039,0.923025502
12.65716156,0.925368877
12.73023215,0.928060146
12.80372458,0.930695125
12.87764129,0.932831349
12.95198473,0.934014645
13.02675735,0.93380666
13.10196164,0.931811839
13.17760009,0.927704175
13.25367521,0.921251865
13.33018951,0.912339069
13.40714553,0.900984231
13.48454583,0.887352294
13.56239296,0.871758082
13.64068951,0.854660125
13.71943807,0.836640547
13.79864125,0.818372537
13.87830168,0.800577111
13.95842199,0.783974068
14.03900484,0.769234255
14.1200529,0.756940786
14.20156885,0.747563051
14.2835554,0.741445934
14.36601527,0.738812061
14.44895118,0.739773304
14.53236588,0.744347356
14.61626215,0.752475804
14.70064275,0.764040828
14.78551049,0.778879616
14.87086817,0.796795618
14.95671863,0.81756727
15.04306471,0.840954401
15.12990927,0.866703001
15.21725519,0.894549103
15.30510536,0.924221845
15.3934627,0.955446483
15.48233013,0.987947866
15.5717106,1.021453235
15.66160706,1.055696264
15.75202251,1.090420528
15.84295992,1.125383517
15.93442233,1.160360666
16.02641275,1.195148666
16.11893425,1.229568954
16.21198987,1.263470636
16.30558271,1.296732178
16.39971586,1.329263145
16.49439246,1.361004464
16.58961562,1.391927881
16.68538852,1.422034546
16.78171432,1.451352894
16.87859621,1.479935831
16.97603741,1.507856496
17.07404115,1.535204567
17.17261066,1.562082008
17.27174922,1.588597979
17.37146012,1.614864946
17.47174665,1.640994326
17.57261215,1.667093058
17.67405994,1.693260176
17.77609341,1.719584576
17.87871591,1.746143108
17.98193087,1.772999587
18.08574169,1.800203834
18.19015181,1.827792305
18.29516471,1.855788327
18.40078384,1.884202817
18.50701273,1.913035718
18.61385488,1.942277371
18.72131384,1.971909665
18.82939316,2.001907876
18.93809643,2.032241758
19.04742726,2.062877202
19.15738925,2.093777159
19.26798607,2.12490305
19.37922137,2.156215383
19.49109883,2.187674618
19.60362217,2.219241702
19.71679512,2.250879089
19.83062142,2.282550458
19.94510485,2.314221143
20.06024919,2.345858579
20.17605828,2.377432024
20.29253593,2.408912701
20.40968602,2.440273997
20.52751242,2.471491004
20.64601905,2.502540802
20.76520982,2.533401921
20.88508868,2.564054983
21.00565961,2.594481134
21.12692661,2.624664049
21.24889369,2.654587532
21.37156489,2.684237019
21.49494428,2.713598663
21.61903595,2.74265984
21.743844,2.771408205
21.86937258,2.799832305
21.99562585,2.827921576
22.12260798,2.855665524
22.25032319,2.883054536
22.37877571,2.910079291
22.50796979,2.93673136
22.63790972,2.963002374
22.7685998,2.988884545
22.90004436,3.014371286
23.03224776,3.039455716
23.16521438,3.064132207
23.29894862,3.088396108
23.43345492,3.11224323
23.56873773,3.135671
23.70480154,3.158678067
23.84165085,3.181264201
23.9792902,3.203431001
24.11772416,3.225181968
24.2569573,3.246523211
24.39699424,3.267462191
24.53783962,3.288009929
24.67949812,3.308179823
24.82197442,3.327988712
24.96527324,3.347456943
25.10939933,3.366607678
25.25435748,3.385468875
25.40015247,3.404071576
25.54678915,3.422451919
25.69427238,3.440648922
25.84260703,3.458707036
25.99179803,3.476673948
26.14185032,3.494601813
26.29276887,3.512546025
26.44455868,3.530566508
26.59722478,3.548725043
26.75077224,3.567087507
26.90520613,3.58571971
27.06053158,3.604691661
27.21675373,3.624071623
27.37387777,3.643930248
27.53190889,3.66433584
27.69085233,3.685355578
27.85071337,3.707054191
28.01149729,3.729493098
28.17320943,3.752729561
28.33585514,3.776815875
28.49943982,3.801798606
28.66396888,3.827717901
28.82944778,3.854606875
28.995882,3.882491094
29.16327705,3.911388161
29.33163849,3.94130741
29.50097188,3.972249721
29.67128285,4.004207442
29.84257704,4.037164424
30.01486011,4.071096176
30.18813779,4.105970107
30.36241581,4.14174587
30.53769995,4.178375791
30.71399602,4.215805369
30.89130985,4.253973832
31.06964733,4.292814757
31.24901436,4.332256711
31.42941689,4.372223936
31.6108609,4.412637038
31.79335239,4.45341369
31.97689741,4.494469327
32.16150206,4.535717838
32.34717243,4.577072232
32.5339147,4.618445285
32.72173504,4.659750158
32.91063968,4.700900977
33.10063487,4.741813383
33.29172692,4.782405035
33.48392216,4.822596075
33.67722695,4.862309551
33.8716477,4.901471794
34.06719086,4.940012749
34.2638629,4.977866269
34.46167034,5.014970359
34.66061973,5.051267379
34.86071767,5.08670421
35.06197079,5.121232379
35.26438576,5.15480814
35.46796928,5.187392531
35.6727281,5.218951384
35.87866901,5.249455316
36.08579883,5.278879681
36.29412442,5.3072045
36.50365268,5.334414362
36.71439057,5.360498307
36.92634506,5.385449684
37.13952318,5.409265993
37.35393198,5.431948716
37.56957859,5.453503118
37.78647013,5.47393806
38.0046138,5.49326578
38.22401683,5.51150168
38.44468649,5.5286641
38.66663009,5.544774096
38.88985498,5.559855204
39.11436856,5.573933211
39.34017828,5.587035926
39.5672916,5.599192953
39.79571607,5.610435461
40.02545925,5.620795969
40.25652874,5.630308124
40.48893222,5.639006501
40.72267738,5.646926393
40.95777196,5.654103623
41.19422376,5.660574356
41.43204061,5.666374927
41.67123039,5.67154167
41.91180103,5.676110768
42.15376049,5.680118105
42.39711681,5.68359913
42.64187803,5.686588737
42.88805228,5.689121148
43.13564771,5.691229813
43.38467252,5.692947318
43.63513497,5.694305304
43.88704335,5.695334397
44.14040602,5.696064143
44.39523137,5.696522965
44.65152783,5.696738114
44.90930392,5.696735638
45.16856816,5.696540362
45.42932915,5.696175868
45.69159553,5.695664485
45.95537599,5.695027292
46.22067927,5.694284122
46.48751416,5.693453571
46.75588951,5.692553014
47.0258142,5.691598632
47.29729719,5.690605433
47.57034747,5.689587283
47.84497408,5.688556941
48.12118613,5.687526093
48.39899277,5.686505396
48.6784032,5.685504512
48.95942669,5.684532154
49.24207255,5.683596133
49.52635014,5.682703396
49.81226887,5.681860076
50.09983824,5.681071535
50.38906776,5.680342412
50.67996703,5.679676664
50.97254567,5.679077612
51.26681339,5.678547986
51.56277993,5.678089964
51.86045511,5.677705216
52.15984878,5.677394944
52.46097088,5.677159916
52.76383137,5.67700051
53.06844029,5.676916744
53.37480774,5.67690831
53.68294386,5.676974611
53.99285888,5.677114784
54.30456306,5.677327735
54.61806672,5.677612163
54.93338026,5.677966585
55.25051413,5.678389361
55.56947883,5.678878717
55.89028493,5.67943276
56.21294306,5.680049506
56.53746393,5.680726889
56.86385827,5.68146278
57.1921369,5.682255006
57.52231071,5.683101355
57.85439064,5.683999596
58.18838768,5.684947487
58.52431291,5.685942782
58.86217745,5.686983245
59.20199251,5.688066656
59.54376934,5.689190818
59.88751928,5.69035356
60.2332537,5.69155275
60.58098407,5.692786293
60.9307219,5.694052137
61.2824788,5.695348277
61.63626641,5.696672758
61.99209646,5.698023678
62.34998074,5.699399187
62.70993111,5.700797491
63.07195949,5.702216854
63.43607788,5.703655595
63.80229836,5.705112092
64.17063305,5.706584781
64.54109415,5.708072156
64.91369396,5.709572766
65.2884448,5.711085219
65.66535911,5.71260818
66.04444936,5.714140366
66.42572813,5.715680552
66.80920804,5.717227565
67.19490181,5.718780283
67.58282221,5.720337636
67.9729821,5.721898603
68.36539441,5.723462213
68.76007214,5.72502754
69.15702837,5.726593703
69.55627625,5.728159868
69.95782901,5.72972524
70.36169997,5.731289067
70.76790249,5.732850637
71.17645005,5.734409276
71.58735619,5.735964345
72.0006345,5.737515244
72.4162987,5.739061404
72.83436256,5.740602289
73.25483992,5.742137398
73.67774473,5.743666254
74.10309099,5.745188415
74.5308928,5.746703462
74.96116434,5.748211005
75.39391987,5.749710678
75.82917371,5.75120214
76.26694031,5.752685072
76.70723416,5.754159179
77.15006986,5.755624185
77.59546207,5.757079835
78.04342556,5.758525893
78.49397518,5.75996214
78.94712584,5.761388376
79.40289257,5.762804418
79.86129047,5.764210095
80.32233473,5.765605255
80.78604063,5.766989758
81.25242354,5.768363478
81.7214989,5.769726302
82.19328226,5.771078129
82.66778925,5.772418868
83.14503561,5.773748442
83.62503714,5.775066781
84.10780975,5.776373826
84.59336943,5.77766953
85.08173228,5.77895385
85.57291448,5.780226754
86.06693231,5.781488218
86.56380213,5.782738224
87.06354042,5.783976763
87.56616372,5.785203831
88.0716887,5.786419431
88.58013211,5.787623571
89.09151079,5.788816265
89.6058417,5.789997532
90.12314186,5.791167397
90.64342844,5.792325889
91.16671866,5.793473041
91.69302987,5.79460889
92.22237951,5.795733477
92.75478512,5.796846847
93.29026434,5.797949047
93.82883491,5.79904013
94.37051469,5.800120148
94.91532161,5.80118916
95.46327375,5.802247224
96.01438924,5.803294402
96.56868636,5.804330758
97.12618347,5.805356358
97.68689904,5.80637127
